PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23121157","Neuronal responses to face-like stimuli in the monkey pulvinar","Nguyen MN, Hori E, Matsumoto J, Tran AH, Ono T, Nishijo H.","Eur J Neurosci. 2013 Jan;37(1):35-51. doi: 10.1111/ejn.12020. Epub 2012 Nov 4.","Nguyen MN","Eur J Neurosci","2013","2012/11/06","","","10.1111/ejn.12020"
"2474142","A dorsolateral spinothalamic tract in macaque monkey","Vania Apkarian A, Hodge CJ.","Pain. 1989 Jun;37(3):323-333. doi: 10.1016/0304-3959(89)90198-X.","Vania Apkarian A","Pain","1989","1989/06/01","","","10.1016/0304-3959(89)90198-X"
"2198331","Color and contrast sensitivity in the lateral geniculate body and primary visual cortex of the macaque monkey","Hubel DH, Livingstone MS.","J Neurosci. 1990 Jul;10(7):2223-37. doi: 10.1523/JNEUROSCI.10-07-02223.1990.","Hubel DH","J Neurosci","1990","1990/07/01","PMC6570379","","10.1523/JNEUROSCI.10-07-02223.1990"
"829766","Chemical aspect of the thalamus of the rhesus monkeys","Nakatani S.","Appl Neurophysiol. 1976-1977;39(3-4):306-10. doi: 10.1159/000102508.","Nakatani S","Appl Neurophysiol","1976","1976/01/01","","","10.1159/000102508"
"4628637","Decarboxylase activity of the brain capillary walls and parenchyma in the rat, cat and monkey","Langelier P, Parent A, Poirier LJ.","Brain Res. 1972 Oct 27;45(2):622-9. doi: 10.1016/0006-8993(72)90495-7.","Langelier P","Brain Res","1972","1972/10/27","","","10.1016/0006-8993(72)90495-7"
"5004652","Ascending brain stem projections of the anteroventral cochlear nucleus in the rhesus monkey","Strominger NL, Strominger AI.","J Comp Neurol. 1971 Oct;143(2):217-42. doi: 10.1002/cne.901430205.","Strominger NL","J Comp Neurol","1971","1971/10/01","","","10.1002/cne.901430205"
"5002631","Corticofugal connections of area 8 (frontal eye field) in Macaca mulatta","Astruc J.","Brain Res. 1971 Oct 29;33(2):241-56. doi: 10.1016/0006-8993(71)90100-4.","Astruc J","Brain Res","1971","1971/10/29","","","10.1016/0006-8993(71)90100-4"
"6180362","Hypertrophy of neurons in dorsal lateral geniculate nucleus following striate cortex lesions in infant monkeys","Hendrickson A, Dineen JT.","Neurosci Lett. 1982 Jun 30;30(3):217-22. doi: 10.1016/0304-3940(82)90402-5.","Hendrickson A","Neurosci Lett","1982","1982/06/30","","","10.1016/0304-3940(82)90402-5"
"4121318","Behavioral and electrophysiological correlates during flash-frequency discrimination learning in monkeys","Saito H, Yamamoto M, Iwai E, Nakahama H.","Electroencephalogr Clin Neurophysiol. 1973 May;34(5):449-60. doi: 10.1016/0013-4694(73)90063-1.","Saito H","Electroencephalogr Clin Neurophysiol","1973","1973/05/01","","","10.1016/0013-4694(73)90063-1"
"1117327","Supraspinal interactions resulting from experimental dorsal column stimulation","Bantli H, Bloedel JR, Thienprasit P.","J Neurosurg. 1975 Mar;42(3):296-300. doi: 10.3171/jns.1975.42.3.0296.","Bantli H","J Neurosurg","1975","1975/03/01","","","10.3171/jns.1975.42.3.0296"
"7177379","The distribution and some morphological features of substantia nigra neurons that project to the thalamus, superior colliculus and pedunculopontine nucleus in the monkey","Beckstead RM, Frankfurter A.","Neuroscience. 1982 Oct;7(10):2377-88. doi: 10.1016/0306-4522(82)90202-0.","Beckstead RM","Neuroscience","1982","1982/10/01","","","10.1016/0306-4522(82)90202-0"
"10587101","In vivo positron emission tomography studies on the novel nicotinic receptor agonist [11C]MPA compared with [11C]ABT-418 and (S)(-)[11C]nicotine in rhesus monkeys","Sihver W, Fasth KJ, Ogren M, Lundqvist H, Bergström M, Watanabe Y, Långström B, Nordberg A.","Nucl Med Biol. 1999 Aug;26(6):633-40. doi: 10.1016/s0969-8051(99)00034-7.","Sihver W","Nucl Med Biol","1999","1999/12/10","","","10.1016/s0969-8051(99)00034-7"
"6389042","Basal ganglia outputs and motor control","Evarts EV, Wise SP.","Ciba Found Symp. 1984;107:83-102. doi: 10.1002/9780470720882.ch6.","Evarts EV","Ciba Found Symp","1984","1984/01/01","","","10.1002/9780470720882.ch6"
"6772695","Subcortical afferent connections of the amygdala in the monkey","Mehler WR.","J Comp Neurol. 1980 Apr 15;190(4):733-62. doi: 10.1002/cne.901900407.","Mehler WR","J Comp Neurol","1980","1980/04/15","","","10.1002/cne.901900407"
"1479449","Excitotoxic acid lesions of the primate subthalamic nucleus result in reduced pallidal neuronal activity during active holding","Hamada I, DeLong MR.","J Neurophysiol. 1992 Nov;68(5):1859-66. doi: 10.1152/jn.1992.68.5.1859.","Hamada I","J Neurophysiol","1992","1992/11/01","","","10.1152/jn.1992.68.5.1859"
"8586556","Cells and circuits contributing to functional properties in area V1 of macaque monkey cerebral cortex: bases for neuroanatomically realistic models","Lund JS, Wu Q, Hadingham PT, Levitt JB.","J Anat. 1995 Dec;187 ( Pt 3)(Pt 3):563-81.","Lund JS","J Anat","1995","1995/12/01","PMC1167460","",""
"7786845","Effects of wavelength on the timing and laminar distribution of illuminance-evoked activity in macaque V1","Givre SJ, Arezzo JC, Schroeder CE.","Vis Neurosci. 1995 Mar-Apr;12(2):229-39. doi: 10.1017/s0952523800007914.","Givre SJ","Vis Neurosci","1995","1995/03/01","","","10.1017/s0952523800007914"
"7171987","Somatotopic organization of nucleus reticularis thalami in chronic awake cats and monkeys","Pollin B, Rokyta R.","Brain Res. 1982 Nov 4;250(2):211-21. doi: 10.1016/0006-8993(82)90415-2.","Pollin B","Brain Res","1982","1982/11/04","","","10.1016/0006-8993(82)90415-2"
"9125454","Development of contrast sensitivity and temporal-frequency selectivity in primate lateral geniculate nucleus","Hawken MJ, Blakemore C, Morley JW.","Exp Brain Res. 1997 Mar;114(1):86-98. doi: 10.1007/pl00005626.","Hawken MJ","Exp Brain Res","1997","1997/03/01","","","10.1007/pl00005626"
"1328563","Calbindin and parvalbumin cells in monkey VPL thalamic nucleus: distribution, laminar cortical projections, and relations to spinothalamic terminations","Rausell E, Bae CS, Viñuela A, Huntley GW, Jones EG.","J Neurosci. 1992 Oct;12(10):4088-111. doi: 10.1523/JNEUROSCI.12-10-04088.1992.","Rausell E","J Neurosci","1992","1992/10/01","PMC6575950","","10.1523/JNEUROSCI.12-10-04088.1992"
"98218","Extrageniculostriate vision in the monkey. VI. Visually guided accurate reaching behavior","Feinberg TE, Pasik T, Pasik P.","Brain Res. 1978 Aug 25;152(2):422-8. doi: 10.1016/0006-8993(78)90276-7.","Feinberg TE","Brain Res","1978","1978/08/25","","","10.1016/0006-8993(78)90276-7"
"15541889","Subcortical afferents to the lateral mediodorsal thalamus in cynomolgus monkeys","Erickson SL, Melchitzky DS, Lewis DA.","Neuroscience. 2004;129(3):675-90. doi: 10.1016/j.neuroscience.2004.08.016.","Erickson SL","Neuroscience","2004","2004/11/16","","","10.1016/j.neuroscience.2004.08.016"
"815517","Effect of pulvinar lesions on visual pattern discrimination in monkeys","Chalupa LM, Coyle RS, Lindsley DB.","J Neurophysiol. 1976 Mar;39(2):354-69. doi: 10.1152/jn.1976.39.2.354.","Chalupa LM","J Neurophysiol","1976","1976/03/01","","","10.1152/jn.1976.39.2.354"
"30004587","Long-term histological changes in the macaque primary visual cortex and the lateral geniculate nucleus after monocular deprivation produced by early restricted retinal lesions and diffuser induced form deprivation","Takahata T, Patel NB, Balaram P, Chino YM, Kaas JH.","J Comp Neurol. 2018 Dec 15;526(18):2955-2972. doi: 10.1002/cne.24494. Epub 2018 Nov 14.","Takahata T","J Comp Neurol","2018","2018/07/14","PMC6283693","NIHMS978142","10.1002/cne.24494"
"11033120","Effects of alertness on three-dimensional eye movements","Suzuki Y, Straumann D, Henn V.","Jpn J Ophthalmol. 2000 Sep-Oct;44(5):457-62. doi: 10.1016/s0021-5155(00)00211-2.","Suzuki Y","Jpn J Ophthalmol","2000","2000/10/18","","","10.1016/s0021-5155(00)00211-2"
"8665272","Nucleus reticularis thalami connections with the mediodorsal thalamic nucleus: a light and electron microscopic study in the monkey","Tai Y, Yi H, Ilinsky IA, Kultas-Ilinsky K.","Brain Res Bull. 1995;38(5):475-88. doi: 10.1016/0361-9230(95)02018-m.","Tai Y","Brain Res Bull","1995","1995/01/01","","","10.1016/0361-9230(95)02018-m"
"8731000","Relationship between numbers of retinal ganglion cells and lateral geniculate neurons in the rhesus monkey","Spear PD, Kim CB, Ahmad A, Tom BW.","Vis Neurosci. 1996 Jan-Feb;13(1):199-203. doi: 10.1017/s0952523800007239.","Spear PD","Vis Neurosci","1996","1996/01/01","","","10.1017/s0952523800007239"
"16046539","A different point of hue","Conway BR, Livingstone MS.","Proc Natl Acad Sci U S A. 2005 Aug 2;102(31):10761-2. doi: 10.1073/pnas.0504742102. Epub 2005 Jul 26.","Conway BR","Proc Natl Acad Sci U S A","2005","2005/07/28","PMC1182445","","10.1073/pnas.0504742102"
"3674802","Experimental hemiplegia in the monkey: basal ganglia glucose activity during recovery","Gilman S, Dauth GW, Frey KA, Penney JB Jr.","Ann Neurol. 1987 Sep;22(3):370-6. doi: 10.1002/ana.410220314.","Gilman S","Ann Neurol","1987","1987/09/01","","","10.1002/ana.410220314"
"4983045","The thalamic projection of hypoglossal afferents in the Rhesus monkey","Bowman JP, Combs CM.","Exp Neurol. 1969 Dec;25(4):509-20. doi: 10.1016/0014-4886(69)90094-6.","Bowman JP","Exp Neurol","1969","1969/12/01","","","10.1016/0014-4886(69)90094-6"
"809492","Axonal projections and connections of the principal sensory trigeminal nucleus in the monkey","Smith RL.","J Comp Neurol. 1975 Oct 1;163(3):347-75. doi: 10.1002/cne.901630307.","Smith RL","J Comp Neurol","1975","1975/10/01","","","10.1002/cne.901630307"
"19189718","Supplementary eye field as defined by intracortical microstimulation: connections in macaques","Huerta MF, Kaas JH.","J Comp Neurol. 1990 Mar 8;293(2):299-330. doi: 10.1002/cne.902930211.","Huerta MF","J Comp Neurol","1990","2009/02/05","","","10.1002/cne.902930211"
"7527062","Retinogeniculate projection fibers in the monkey optic chiasm: a demonstration of the fiber arrangement by means of wheat germ agglutinin conjugated to horseradish peroxidase","Naito J.","J Comp Neurol. 1994 Aug 22;346(4):559-71. doi: 10.1002/cne.903460408.","Naito J","J Comp Neurol","1994","1994/08/22","","","10.1002/cne.903460408"
"2720229","A new parcellation of the human thalamus on the basis of histochemical staining","Hirai T, Jones EG.","Brain Res Brain Res Rev. 1989 Jan-Mar;14(1):1-34. doi: 10.1016/0165-0173(89)90007-6.","Hirai T","Brain Res Brain Res Rev","1989","1989/01/01","","","10.1016/0165-0173(89)90007-6"
"10804228","Progressive transneuronal changes in the brainstem and thalamus after long-term dorsal rhizotomies in adult macaque monkeys","Woods TM, Cusick CG, Pons TP, Taub E, Jones EG.","J Neurosci. 2000 May 15;20(10):3884-99. doi: 10.1523/JNEUROSCI.20-10-03884.2000.","Woods TM","J Neurosci","2000","2000/05/11","PMC6772676","","10.1523/JNEUROSCI.20-10-03884.2000"
"3840201","A double-labeling investigation of the afferent connectivity to cortical areas V1 and V2 of the macaque monkey","Kennedy H, Bullier J.","J Neurosci. 1985 Oct;5(10):2815-30. doi: 10.1523/JNEUROSCI.05-10-02815.1985.","Kennedy H","J Neurosci","1985","1985/10/01","PMC6565147","","10.1523/JNEUROSCI.05-10-02815.1985"
"823180","Projections of the globus pallidus and adjacent structures: an autoradiographic study in the monkey","Kim R, Nakano K, Jayaraman A, Carpenter MB.","J Comp Neurol. 1976 Oct 1;169(3):263-90. doi: 10.1002/cne.901690302.","Kim R","J Comp Neurol","1976","1976/10/01","","","10.1002/cne.901690302"
"7306806","Shrinkage of cells in undeprived laminae of the monkey lateral geniculate nucleus following late closure of one eye","Headon MP, Sloper JJ, Hiorns RW, Powell TP.","Brain Res. 1981 Dec 14;229(1):187-92. doi: 10.1016/0006-8993(81)90755-1.","Headon MP","Brain Res","1981","1981/12/14","","","10.1016/0006-8993(81)90755-1"
"3595781","Network organization of the connectivity between parietal area 7, posterior cingulate cortex and medial pulvinar nucleus: a double fluorescent tracer study in monkey","Baleydier C, Mauguière F.","Exp Brain Res. 1987;66(2):385-93. doi: 10.1007/BF00243312.","Baleydier C","Exp Brain Res","1987","1987/01/01","","","10.1007/BF00243312"
"4347845","Cortical interneurons during sleep and waking in freely moving primates","Steriade M, Deschènes M.","Brain Res. 1973 Feb 14;50(1):192-9. doi: 10.1016/0006-8993(73)90608-2.","Steriade M","Brain Res","1973","1973/02/14","","","10.1016/0006-8993(73)90608-2"
"12531531","Immunohistochemical investigations of neurofilament M' and alphabeta-crystallin in the magnocellular layers of the primate lateral geniculate nucleus","Prasad SS, Schnerch A, Lam DY, To E, Jim J, Kaufman PL, Matsubara JA.","Brain Res Mol Brain Res. 2002 Dec 30;109(1-2):216-20. doi: 10.1016/s0169-328x(02)00564-8.","Prasad SS","Brain Res Mol Brain Res","2002","2003/01/18","","","10.1016/s0169-328x(02)00564-8"
"8405279","Reduced retrograde labeling of diencephalic-projecting neurons in the gracile nucleus of the monkey following removal of dorsal column input","Berkley KJ, Vierck CJ Jr.","Exp Neurol. 1993 Sep;123(1):64-73. doi: 10.1006/exnr.1993.1140.","Berkley KJ","Exp Neurol","1993","1993/09/01","","","10.1006/exnr.1993.1140"
"8782375","Temporal-frequency selectivity in monkey visual cortex","Hawken MJ, Shapley RM, Grosof DH.","Vis Neurosci. 1996 May-Jun;13(3):477-92. doi: 10.1017/s0952523800008154.","Hawken MJ","Vis Neurosci","1996","1996/05/01","","","10.1017/s0952523800008154"
"4984909","Connexions of the somatic sensory cortex of the rhesus monkey. 3. Thalamic connexions","Jones EG, Powell TP.","Brain. 1970;93(1):37-56. doi: 10.1093/brain/93.1.37.","Jones EG","Brain","1970","1970/01/01","","","10.1093/brain/93.1.37"
"1707861","Selective effects of experimental glaucoma on axonal transport by retinal ganglion cells to the dorsal lateral geniculate nucleus","Dandona L, Hendrickson A, Quigley HA.","Invest Ophthalmol Vis Sci. 1991 Apr;32(5):1593-9.","Dandona L","Invest Ophthalmol Vis Sci","1991","1991/04/01","","",""
"113234","Short-latency peripheral inputs to thalamic neurones projecting to the motor cortex in the monkey","Lemon RN, van der Burg J.","Exp Brain Res. 1979 Aug 1;36(3):445-62. doi: 10.1007/BF00238515.","Lemon RN","Exp Brain Res","1979","1979/08/01","","","10.1007/BF00238515"
"2084307","[Postnatal development of visual functions in primates]","Vital-Durand F.","Klin Oczna. 1990 Oct;92(7-8):131-3.","Vital-Durand F","Klin Oczna","1990","1990/10/01","","",""
"6747034","The representation of the visual field in parvicellular and magnocellular layers of the lateral geniculate nucleus in the macaque monkey","Connolly M, Van Essen D.","J Comp Neurol. 1984 Jul 10;226(4):544-64. doi: 10.1002/cne.902260408.","Connolly M","J Comp Neurol","1984","1984/07/10","","","10.1002/cne.902260408"
"31897474","Anatomy and Physiology of Macaque Visual Cortical Areas V1, V2, and V5/MT: Bases for Biologically Realistic Models","Vanni S, Hokkanen H, Werner F, Angelucci A.","Cereb Cortex. 2020 May 18;30(6):3483-3517. doi: 10.1093/cercor/bhz322.","Vanni S","Cereb Cortex","2020","2020/01/04","PMC7233004","","10.1093/cercor/bhz322"
"2408876","Intracortical generators of the flash VEP in monkeys","Kraut MA, Arezzo JC, Vaughan HG Jr.","Electroencephalogr Clin Neurophysiol. 1985 Jul;62(4):300-12. doi: 10.1016/0168-5597(85)90007-3.","Kraut MA","Electroencephalogr Clin Neurophysiol","1985","1985/07/01","","","10.1016/0168-5597(85)90007-3"
"15758033","The role of the human thalamus in processing corollary discharge","Bellebaum C, Daum I, Koch B, Schwarz M, Hoffmann KP.","Brain. 2005 May;128(Pt 5):1139-54. doi: 10.1093/brain/awh474. Epub 2005 Mar 9.","Bellebaum C","Brain","2005","2005/03/11","","","10.1093/brain/awh474"
"7451948","Observations on the lateral geniculate nucleus of the monkey (Macaca fascicularis) after eye removal: a light and electron microscopic study. III. Glial reactions","Novotny GE.","J Hirnforsch. 1980;21(5):543-60.","Novotny GE","J Hirnforsch","1980","1980/01/01","","",""
"107931","Spinal cord evaluation by cortical evoked responses","Cusick JF, Myklebust JB, Larson SJ, Sances A Jr.","Arch Neurol. 1979 Mar;36(3):140-3. doi: 10.1001/archneur.1979.00500390058005.","Cusick JF","Arch Neurol","1979","1979/03/01","","","10.1001/archneur.1979.00500390058005"
"8883918","The primate motor thalamus","Percheron G, François C, Talbi B, Yelnik J, Fénelon G.","Brain Res Brain Res Rev. 1996 Aug;22(2):93-181.","Percheron G","Brain Res Brain Res Rev","1996","1996/08/01","","",""
"23508713","Neuronal loss in the caudal intralaminar thalamic nuclei in a primate model of Parkinson's disease","Villalba RM, Wichmann T, Smith Y.","Brain Struct Funct. 2014 Jan;219(1):381-94. doi: 10.1007/s00429-013-0507-9. Epub 2013 Mar 19.","Villalba RM","Brain Struct Funct","2014","2013/03/20","PMC3864539","NIHMS457601","10.1007/s00429-013-0507-9"
"6949438","Neuronal activity related to long-term memory","Rolls ET, Caan AW, Perrett DI, Wilson FA.","Acta Neurol Scand Suppl. 1981;89:121-7. doi: 10.1111/j.1600-0404.1981.tb02370.x.","Rolls ET","Acta Neurol Scand Suppl","1981","1981/01/01","","","10.1111/j.1600-0404.1981.tb02370.x"
"7860788","Architectonic subdivisions of the motor thalamus of owl monkeys: Nissl, acetylcholinesterase, and cytochrome oxidase patterns","Stepniewska I, Preuss TM, Kaas JH.","J Comp Neurol. 1994 Nov 22;349(4):536-57. doi: 10.1002/cne.903490404.","Stepniewska I","J Comp Neurol","1994","1994/11/22","","","10.1002/cne.903490404"
"12361982","The function of bursts of spikes during visual fixation in the awake primate lateral geniculate nucleus and primary visual cortex","Martinez-Conde S, Macknik SL, Hubel DH.","Proc Natl Acad Sci U S A. 2002 Oct 15;99(21):13920-5. doi: 10.1073/pnas.212500599. Epub 2002 Oct 2.","Martinez-Conde S","Proc Natl Acad Sci U S A","2002","2002/10/04","PMC129798","","10.1073/pnas.212500599"
