INDEX,MACAQUE_COUNT_IN_500,OTHER_SPIECIES_COUNT_IN_500,TC_CT_COUNT_IN_500,THALAM_COUNT_IN_500,CORTEX_COUNT_IN_500,INJECT_COUNT_IN_500,METHOD_COUNT_IN_500,CONNECT_COUNT_IN_500,RELEVANCE_INDEX
7474,0,5,0,3,10,0,0,1,12.014944423647975
7589,1,4,0,0,9,0,0,1,12.00664562083328
6392,0,1,0,1,8,0,0,4,11.99535161421452
2174,0,1,0,1,8,0,0,4,11.99535161421452
3882,0,2,0,2,3,0,0,4,11.99535161421452
10082,0,3,0,0,8,0,0,19,11.99535161421452
10190,0,0,0,0,10,0,0,10,11.989476363991852
10756,0,0,0,10,0,0,0,0,11.989476363991852
6694,0,9,0,0,13,0,1,1,11.98644291351576
6780,2,11,0,0,0,1,0,0,11.966952139692824
7340,2,2,0,0,0,0,0,1,11.966952139692824
9730,2,2,0,0,0,0,0,1,11.966952139692824
7309,2,2,0,0,0,0,0,1,11.966952139692824
10887,0,2,0,0,0,0,2,1,11.966952139692824
4389,2,2,0,0,0,0,0,1,11.966952139692824
6508,2,2,0,0,0,0,0,1,11.966952139692824
7148,0,2,0,0,0,0,2,1,11.966952139692824
10181,0,6,0,4,0,0,0,6,11.939009860281129
2051,0,0,0,4,6,0,0,0,11.939009860281129
1200,0,0,0,4,6,0,0,0,11.939009860281129
3343,0,8,0,3,6,0,0,2,11.92190439237819
7851,1,2,0,0,20,0,0,0,11.921904392378188
10215,1,6,0,0,0,0,1,0,11.917033462143593
6718,1,4,0,0,26,0,0,0,11.91370762517401
7087,0,3,0,1,16,0,0,3,11.90475131315194
6820,0,1,0,0,16,0,1,0,11.90475131315194
8780,0,0,0,0,16,0,0,7,11.90475131315194
1505,0,0,0,3,11,0,0,0,11.901285105175454
8999,0,2,0,3,3,0,0,2,11.901285105175454
6113,1,1,0,1,2,0,0,0,11.901285105175454
10384,0,0,0,1,12,0,0,2,11.891471483727129
2224,0,0,0,1,12,0,0,2,11.891471483727129
9784,0,0,0,1,12,0,0,2,11.891471483727129
9151,0,0,0,0,11,0,0,9,11.877568578558138
6012,0,1,0,1,2,0,0,9,11.877568578558138
8075,0,2,0,0,13,0,0,12,11.874350442947016
7320,0,3,0,0,27,0,0,8,11.869788391239176
9229,0,0,0,0,13,0,0,8,11.869788391239176
10761,1,6,0,2,1,0,0,0,11.86491746100458
10544,0,6,0,0,10,0,1,1,11.860793743820716
2168,0,3,0,2,16,0,0,1,11.852635312012929
9977,0,0,0,0,8,0,0,11,11.849169104036442
2154,0,0,0,2,2,0,0,3,11.849169104036442
3075,0,1,0,5,5,0,0,0,11.849169104036438
6898,0,5,0,1,10,0,0,5,11.84504538685258
8600,0,10,0,0,38,0,0,9,11.83698329844306
5558,0,0,0,0,19,0,0,6,11.82919499427392
8827,0,1,0,1,4,0,0,6,11.82919499427392
9185,1,2,0,0,19,0,0,0,11.824324064039324
8227,0,0,0,0,6,0,0,13,11.808992286956402
8483,0,1,0,6,3,0,0,0,11.808992286956402
3897,0,2,0,1,1,4,0,0,11.80060753742201
9122,0,0,0,0,9,0,0,10,11.798856004383204
2092,0,4,0,1,17,0,0,3,11.795924589517629
3974,1,7,0,1,1,0,0,1,11.783502069519072
7931,1,3,0,0,7,0,0,1,11.78350206951907
10735,0,1,0,0,0,1,1,1,11.78350206951907
5190,0,3,0,3,7,0,0,1,11.78350206951907
7863,1,0,0,0,3,0,0,1,11.78350206951907
606,0,0,0,7,1,0,0,0,11.78350206951907
9274,1,0,0,0,3,0,0,1,11.78350206951907
5435,0,1,0,7,0,0,0,1,11.78350206951907
1880,0,1,0,1,15,1,0,0,11.78350206951907
5323,3,7,0,0,0,0,0,0,11.78350206951907
9541,0,3,0,0,15,1,0,3,11.78350206951907
4270,1,0,0,1,1,0,0,0,11.78350206951907
5655,1,0,0,0,3,0,0,1,11.78350206951907
1682,1,0,0,1,1,0,0,0,11.78350206951907
5397,0,6,0,0,2,9,0,0,11.764239893251135
4931,0,2,0,0,16,0,0,10,11.761500217839432
4836,0,0,0,1,1,0,0,9,11.759785542901756
10207,0,0,0,0,0,0,1,4,11.759785542901753
5659,0,0,0,0,0,0,1,4,11.759785542901753
6702,0,0,0,3,0,0,0,4,11.759785542901753
4347,1,0,0,0,0,0,0,4,11.759785542901753
5424,0,0,0,0,0,0,1,4,11.759785542901753
9043,0,6,0,1,0,0,1,2,11.747134425348197
5862,0,1,0,0,26,0,0,6,11.736256998614651
10740,1,1,0,2,0,0,0,0,11.731386068380058
1951,0,1,0,2,0,0,1,0,11.731386068380058
9623,0,1,0,0,0,2,1,0,11.731386068380058
10047,0,1,0,2,3,0,0,3,11.731386068380058
10661,0,1,0,2,0,0,1,0,11.731386068380058
10813,0,0,0,2,0,0,0,7,11.731386068380056
1897,0,1,0,5,1,0,0,1,11.731386068380056
3318,0,0,0,2,7,0,0,1,11.731386068380056
743,0,0,0,2,7,0,0,1,11.731386068380056
2632,0,0,0,5,3,0,0,0,11.731386068380056
10602,0,1,0,0,2,0,1,2,11.731386068380056
3935,0,1,0,1,1,2,0,1,11.731386068380056
4146,0,1,0,0,2,0,1,2,11.731386068380056
2124,0,0,0,1,11,0,0,2,11.731386068380056
6935,1,0,0,0,10,0,0,0,11.727262351196195
6674,0,0,0,0,10,0,1,0,11.727262351196195
5156,1,0,0,0,10,0,0,0,11.727262351196195
7915,1,0,0,0,10,0,0,0,11.727262351196195
7127,0,0,0,0,18,0,0,6,11.72660840549882
4380,0,1,0,2,0,0,0,9,11.70766954176274
7928,0,2,0,0,18,0,0,9,11.698020948646908
9144,0,2,0,0,18,0,0,9,11.698020948646908
4303,0,3,0,0,0,0,2,1,11.679270067241044
8351,2,1,0,0,1,0,0,0,11.679270067241044
4541,2,3,0,0,0,0,0,1,11.679270067241044
8766,0,1,0,0,1,0,2,0,11.679270067241044
8792,2,1,0,0,1,0,0,0,11.679270067241044
4277,0,1,0,2,5,0,0,2,11.679270067241042
7823,0,2,0,3,0,0,0,6,11.670589964097282
10639,0,8,0,0,0,0,3,0,11.665719033862686
6119,3,8,0,0,0,0,0,0,11.665719033862686
6354,3,8,0,0,0,0,0,0,11.665719033862686
4700,0,2,0,1,12,0,0,3,11.655905412414365
10137,0,4,0,0,23,0,0,9,11.654425027243928
2279,0,1,0,3,14,0,0,0,11.654425027243928
1357,0,6,0,4,15,0,0,0,11.64645685759475
10636,0,3,0,6,0,0,0,2,11.639093250161004
2107,0,0,0,1,20,0,0,1,11.634222319926408
8755,0,6,0,1,2,0,0,13,11.634222319926408
1838,0,0,0,4,5,0,0,0,11.63070850062661
10057,0,2,0,0,5,0,0,20,11.61847396295827
10362,0,0,0,0,17,0,0,6,11.61847396295827
7070,0,0,0,1,3,0,0,5,11.613603032723674
5120,0,1,0,0,0,0,1,5,11.613603032723674
8699,1,0,0,0,1,0,0,2,11.613603032723672
2251,0,2,0,2,12,0,0,1,11.603789411275349
7849,0,0,0,1,0,0,0,14,11.589886506106357
2192,0,2,0,2,0,0,0,10,11.58813497306755
3116,0,6,0,2,2,0,0,6,11.582106318787396
9399,0,9,0,1,4,0,0,10,11.575712453068991
4144,2,8,0,0,3,0,0,0,11.56148703158466
8775,0,0,0,2,3,0,0,2,11.56148703158466
4044,0,0,0,2,3,0,0,2,11.56148703158466
9052,0,1,0,0,5,0,0,17,11.561487031584658
5849,0,1,0,5,0,0,0,2,11.561487031584658
10804,0,0,0,0,11,0,0,8,11.561487031584658
9598,1,4,0,1,3,0,0,0,11.56035851820486
2530,0,4,0,7,3,0,0,0,11.56035851820486
6627,0,0,0,1,10,0,0,2,11.557363314400796
2882,0,16,0,3,0,0,0,11,11.552978410907238
4904,0,1,0,0,30,0,0,5,11.550105636094512
4661,0,0,0,1,19,0,0,1,11.536641991587544
7688,0,0,0,1,19,0,0,1,11.536641991587544
6861,1,0,0,0,9,0,0,0,11.536641991587544
4621,1,0,0,0,9,0,0,0,11.536641991587544
7882,0,1,0,0,19,0,0,7,11.536641991587544
7458,1,0,0,0,9,0,0,0,11.536641991587544
7997,1,0,0,0,9,0,0,0,11.536641991587544
10712,1,0,0,0,9,0,0,0,11.536641991587544
7793,1,3,0,0,6,0,0,1,11.516439284270025
9198,1,1,0,0,13,0,0,0,11.516439284270025
2311,0,0,0,1,4,0,0,4,11.512925464970229
8997,0,1,0,4,0,0,0,3,11.512925464970229
7870,0,0,0,4,1,0,0,1,11.512925464970229
10744,0,0,0,1,0,4,0,0,11.512925464970229
3191,0,0,0,4,1,0,0,1,11.512925464970229
3777,0,0,0,1,0,4,0,0,11.512925464970229
2255,0,4,0,1,23,0,0,2,11.508242517065849
10460,0,0,0,0,16,0,0,6,11.504157135278373
7075,0,0,0,1,2,0,0,6,11.500690927301886
3638,0,0,0,1,2,0,0,6,11.500690927301886
9515,0,0,0,0,5,0,0,13,11.500690927301886
8819,0,6,0,3,4,0,0,2,11.500274347416669
7605,1,2,0,0,16,0,0,0,11.499286205043775
5916,1,2,0,0,16,0,0,0,11.499286205043775
5538,0,5,0,3,23,0,0,0,11.49581999706729
4953,1,2,0,1,2,0,0,0,11.49581999706729
10064,1,2,0,1,2,0,0,0,11.49581999706729
5959,0,2,0,1,11,0,0,3,11.49581999706729
9555,0,2,0,0,5,3,0,1,11.495819997067288
5691,0,1,0,1,6,0,0,4,11.492722757652707
9773,0,1,0,1,14,0,0,2,11.48452599044853
3659,0,1,0,5,4,0,0,0,11.48452599044853
6806,0,0,0,2,6,0,0,1,11.464323283131012
1941,0,2,0,2,11,0,0,1,11.443703995928276
2125,0,0,0,1,1,0,0,8,11.443703995928274
7966,0,1,0,0,15,0,0,8,11.443703995928274
10528,1,3,0,0,18,0,0,0,11.434055402812444
2269,0,1,0,0,18,0,0,7,11.434055402812442
5779,0,8,0,6,6,0,0,0,11.424146466050972
9637,0,2,0,0,9,0,0,13,11.423729886165756
2223,0,4,0,1,22,0,0,2,11.423123288228254
8146,0,2,0,0,8,0,0,14,11.41998746931096
7874,0,8,0,3,9,0,0,1,11.418858955931162
5317,0,1,0,0,22,0,0,6,11.415571698464294
9547,1,10,0,0,5,0,0,2,11.41293233726152
5297,2,5,0,0,2,0,0,0,11.391587994789264
6720,2,5,0,0,2,0,0,0,11.391587994789264
8053,0,5,0,2,8,0,0,2,11.391587994789262
2249,0,5,0,2,8,0,0,2,11.391587994789262
10823,0,4,0,0,3,0,1,2,11.390459481409463
7277,0,0,0,0,10,0,0,8,11.3874642776054
8814,0,3,0,0,0,0,1,6,11.382907891645502
4786,0,11,1,1,1,0,0,1,11.378036961410906
8614,0,2,0,0,1,0,1,3,11.378036961410906
3835,0,0,0,1,9,0,0,2,11.366742954792148
8880,0,1,0,0,9,0,0,11,11.366742954792148
7247,0,0,0,1,9,0,0,2,11.366742954792148
1928,0,0,0,1,9,0,0,2,11.366742954792148
10160,0,0,0,1,9,0,0,2,11.366742954792148
6150,0,0,0,1,9,0,0,2,11.366742954792148
10099,0,0,0,1,9,0,0,2,11.366742954792148
7530,0,3,0,1,6,0,0,5,11.346540247474628
9023,0,0,0,4,0,0,0,2,11.34302642817483
3513,0,0,0,2,0,0,0,6,11.33079189050649
4117,0,0,0,0,2,0,0,20,11.33079189050649
4167,0,0,0,2,0,0,0,6,11.33079189050649
7876,1,0,0,0,8,0,0,0,11.325920960271892
2545,1,2,0,2,0,0,0,0,11.325920960271892
4513,0,2,0,0,0,2,1,0,11.325920960271892
3937,0,2,0,1,2,1,0,2,11.325920960271892
10052,1,0,0,0,8,0,0,0,11.325920960271892
4974,1,0,0,0,8,0,0,0,11.325920960271892
7161,0,0,0,0,8,0,1,0,11.325920960271892
6917,0,0,0,3,8,0,0,0,11.325920960271892
2132,1,0,0,0,8,0,0,0,11.325920960271892
9162,0,2,0,2,0,0,1,0,11.325920960271892
5581,0,0,0,1,17,0,0,1,11.325920960271892
6642,0,1,0,0,6,0,0,14,11.322823720857311
1876,0,9,0,7,4,0,0,0,11.313498440273332
6931,1,12,0,0,0,0,1,0,11.297994253737368
6322,0,4,0,1,13,0,0,3,11.293295732955816
4507,0,4,0,3,6,0,0,1,11.293295732955816
2123,0,4,0,1,9,0,0,4,11.289781913656018
8962,0,0,0,0,5,0,0,12,11.27836701084072
6476,2,2,0,0,1,0,0,0,11.27380495913288
6035,2,2,0,0,1,0,0,0,11.27380495913288
7470,2,5,0,0,0,0,0,1,11.27380495913288
6876,0,5,0,2,2,0,0,5,11.273804959132878
5208,0,2,0,2,10,0,0,1,11.269681241949018
9992,1,2,0,0,14,0,0,0,11.248959919135764
9803,0,8,0,3,4,0,0,2,11.248959919135764
6585,0,2,0,4,2,0,0,1,11.225243392518449
5486,3,13,0,0,0,0,0,0,11.223886281583647
9694,0,6,0,1,1,0,0,15,11.223886281583647
4008,1,6,0,0,0,0,0,7,11.223886281583646
6211,0,10,0,0,4,1,1,0,11.21818826046901
3667,0,0,0,1,16,0,0,1,11.211604132591996
6977,0,3,0,0,16,0,1,0,11.211604132591994
2405,0,3,0,1,2,0,1,0,11.20813792461551
3035,1,0,0,0,2,0,0,1,11.208137924615508
7450,1,0,0,0,2,0,0,1,11.208137924615508
3539,1,3,0,0,5,0,0,1,11.208137924615508
8691,0,0,0,0,11,0,0,7,11.208137924615508
7467,0,1,0,0,5,0,0,15,11.208137924615508
8599,0,1,0,3,11,0,0,0,11.208137924615508
7196,1,0,0,0,2,0,0,1,11.208137924615508
7187,0,3,0,3,5,0,0,1,11.208137924615508
9896,1,3,0,1,2,0,0,0,11.208137924615508
2913,1,0,0,0,2,0,0,1,11.208137924615508
2981,1,0,0,0,2,0,0,1,11.208137924615508
9946,1,0,0,0,2,0,0,1,11.208137924615508
7965,1,0,0,0,2,0,0,1,11.208137924615508
7805,1,1,0,0,11,0,0,0,11.208137924615508
6181,0,0,0,0,11,0,0,7,11.208137924615508
8062,0,1,0,0,5,0,0,15,11.208137924615508
2173,0,0,0,3,2,0,0,1,11.208137924615508
5298,1,0,0,0,2,0,0,1,11.208137924615508
6865,1,0,0,0,2,0,0,1,11.208137924615508
10399,0,2,0,3,0,0,0,5,11.208137924615508
9997,0,2,0,0,9,0,0,12,11.201405969704592
9580,0,2,0,0,9,0,0,12,11.201405969704592
5525,0,3,0,0,12,0,0,11,11.198324303167183
10030,0,0,0,0,9,0,0,8,11.19684391799675
6624,0,1,0,0,11,0,0,9,11.184421397998191
5198,0,0,0,0,23,0,0,4,11.184421397998191
5771,0,1,0,1,5,0,0,4,11.184421397998191
5192,0,1,0,0,13,0,0,8,11.176641210679229
1761,0,6,0,5,7,0,0,0,11.171770280444631
2364,0,2,0,0,16,0,0,8,11.15948813145298
9757,0,0,0,2,16,0,0,0,11.15948813145298
3009,0,0,0,2,2,1,0,0,11.156021923476496
1994,0,5,0,2,7,0,0,2,11.156021923476494
9710,0,0,0,0,8,1,0,2,11.156021923476494
7409,0,0,0,1,8,0,0,2,11.156021923476494
9776,0,0,0,1,8,0,0,2,11.156021923476494
8718,0,2,0,1,2,0,0,8,11.156021923476494
9748,0,1,0,0,8,0,0,11,11.156021923476494
7675,0,0,0,5,2,0,0,0,11.156021923476494
8576,3,14,0,0,0,0,0,0,11.154893410096696
7716,1,9,0,0,25,0,0,0,11.14507978864837
8856,1,2,0,0,4,0,0,1,11.13117688347938
4013,0,6,0,0,8,0,0,17,11.119654279305616
8744,0,0,0,0,13,0,0,6,11.115845106396456
10143,0,0,0,6,1,0,0,0,11.115845106396456
7039,0,1,0,0,6,0,0,13,11.115845106396456
4921,1,5,0,0,6,0,0,1,11.11097417616186
5988,0,5,0,1,1,4,0,0,11.107460356862063
1844,0,2,0,4,0,0,0,3,11.107460356862063
3723,0,5,0,4,1,1,0,0,11.107460356862063
10442,0,2,0,0,0,4,0,3,11.107460356862063
6029,2,7,0,0,2,0,0,0,11.103905922337482
8320,0,4,0,0,10,0,0,13,11.103524622008417
4440,0,4,0,0,10,0,0,13,11.103524622008417
4619,1,4,0,0,17,0,0,0,11.102777408957682
9617,0,0,0,0,0,0,1,3,11.090354888959125
9295,0,0,0,0,7,0,1,0,11.090354888959125
8574,0,0,0,1,1,0,0,7,11.090354888959125
3958,0,1,0,1,1,3,0,0,11.090354888959125
9172,1,1,0,0,3,0,0,1,11.090354888959125
9195,1,0,0,0,0,0,0,3,11.090354888959125
6199,1,0,0,0,7,0,0,0,11.090354888959125
8783,0,0,0,3,0,0,0,3,11.090354888959125
6867,1,0,0,0,7,0,0,0,11.090354888959125
7447,1,1,0,0,3,0,0,1,11.090354888959125
8756,0,0,0,3,0,0,0,3,11.090354888959125
1892,1,0,0,0,7,0,0,0,11.090354888959125
3712,0,1,1,1,1,0,0,0,11.090354888959125
10191,0,3,0,1,0,0,1,1,11.090354888959125
8236,1,1,0,0,3,0,0,1,11.090354888959125
4646,1,3,0,0,0,1,0,1,11.090354888959125
7579,1,0,0,0,7,0,0,0,11.090354888959125
5098,0,3,0,0,0,7,0,1,11.090354888959125
4366,0,3,0,0,1,0,1,3,11.090354888959125
5186,0,3,0,7,0,0,0,1,11.090354888959125
4171,0,4,0,0,20,0,0,8,11.071280695021404
1686,1,1,0,0,0,0,0,4,11.06663836234181
9818,0,0,0,1,3,0,0,4,11.06663836234181
3698,0,0,0,1,3,0,0,4,11.06663836234181
8335,0,2,0,0,11,0,0,10,11.064886829303004
3841,0,5,0,2,6,1,0,0,11.058858175022849
1900,0,11,0,2,6,0,0,3,11.058858175022849
3928,0,3,0,1,1,2,0,1,11.038238887820112
6424,1,3,0,2,0,0,0,0,11.03823888782011
7848,0,0,0,2,15,0,0,0,11.03823888782011
10576,0,0,0,0,1,2,0,3,11.03823888782011
7088,0,3,0,2,3,0,0,3,11.03823888782011
4837,0,3,0,0,11,0,0,11,11.03823888782011
3119,0,0,0,5,0,0,0,1,11.03823888782011
5591,0,0,0,5,0,0,0,1,11.03823888782011
2038,0,0,0,2,1,0,0,3,11.03823888782011
8824,0,0,0,0,10,0,0,7,11.034115170636248
1727,1,1,0,0,10,0,0,0,11.034115170636248
4760,0,3,0,1,10,0,0,3,11.034115170636248
9355,3,16,0,0,0,0,0,0,11.02973026714269
2129,0,1,0,2,1,0,0,4,11.014522361202795
8577,0,1,0,0,10,0,0,9,11.010398644018936
5405,1,4,0,0,16,0,0,0,10.988460581277783
2902,0,0,0,2,2,0,0,2,10.986122886681098
10908,0,0,0,0,0,0,2,0,10.986122886681098
4739,2,3,0,0,1,0,0,0,10.986122886681098
8244,2,0,0,0,0,0,0,0,10.986122886681098
4312,0,0,0,2,2,0,0,2,10.986122886681098
7773,2,3,0,0,1,0,0,0,10.986122886681098
8010,0,0,0,0,0,0,2,0,10.986122886681098
6833,2,0,0,0,0,0,0,0,10.986122886681098
7901,2,0,0,0,0,0,0,0,10.986122886681098
4594,0,0,0,0,0,0,2,0,10.986122886681098
9080,2,0,0,0,0,0,0,0,10.986122886681098
6940,0,0,0,0,0,0,2,0,10.986122886681098
8021,2,0,0,0,0,0,0,0,10.986122886681098
2077,0,0,0,2,2,0,0,2,10.986122886681098
10441,0,7,0,0,0,0,2,1,10.986122886681098
7448,2,0,0,0,0,0,0,0,10.986122886681098
4645,2,0,0,0,0,0,0,0,10.986122886681098
7821,0,3,0,0,1,0,2,0,10.986122886681098
7948,0,0,0,0,0,0,2,0,10.986122886681098
1891,2,7,0,0,0,0,0,1,10.986122886681098
6646,2,0,0,0,0,0,0,0,10.986122886681098
5437,2,0,0,0,0,0,0,0,10.986122886681098
7770,1,4,0,0,5,0,0,1,10.9849943733013
7479,0,3,0,2,10,0,0,1,10.981999169497236
4563,0,2,0,0,7,0,0,13,10.977442783537336
7229,3,17,0,0,0,0,0,0,10.972571853302744
9412,0,0,0,0,12,0,0,6,10.967629162089011
4973,0,2,0,1,25,0,0,1,10.962758231854416
8713,0,2,0,0,12,0,1,0,10.962758231854416
4867,0,2,0,1,25,0,0,1,10.962758231854416
7492,0,2,0,0,9,0,0,11,10.961277846683984
8473,0,0,0,1,14,0,0,1,10.961277846683982
5455,0,1,0,0,14,0,0,7,10.96127784668398
5284,0,2,0,0,12,0,0,9,10.939041705237102
7892,0,0,0,1,7,0,0,2,10.920455852163728
2072,0,0,0,1,7,0,0,2,10.920455852163728
3840,0,2,0,1,8,0,0,3,10.920455852163728
7852,0,1,0,3,1,0,0,2,10.920455852163728
4821,1,18,0,0,0,0,1,0,10.918504632032466
7660,0,1,0,0,3,0,0,18,10.912758479179155
2271,0,0,0,2,14,0,0,0,10.909161845544968
10370,0,2,0,10,0,0,0,0,10.890864075323744
4001,2,9,0,0,2,0,0,0,10.880762371023271
4442,0,1,0,0,11,0,0,8,10.868339851024714
9607,2,8,0,0,0,0,0,1,10.868339851024714
5384,0,1,0,2,3,0,0,2,10.868339851024714
5859,0,3,0,5,0,0,0,2,10.868339851024713
1916,0,4,0,7,0,0,0,1,10.867211337644916
5973,0,1,0,0,4,0,0,15,10.8434948110276
6046,0,0,0,1,4,0,0,3,10.8434948110276
10366,0,0,0,0,9,0,0,7,10.8434948110276
4549,0,1,0,3,9,0,0,0,10.8434948110276
5094,0,2,0,6,2,0,0,0,10.828163033944676
4804,1,0,0,0,6,0,0,0,10.82329210371008
6221,0,0,0,1,13,0,0,1,10.82329210371008
5956,0,0,0,3,6,0,0,0,10.82329210371008
7140,1,0,0,0,6,0,0,0,10.82329210371008
8693,1,0,0,0,6,0,0,0,10.82329210371008
10802,0,0,0,0,6,0,1,0,10.82329210371008
7815,0,1,0,0,13,0,0,7,10.823292103710076
8804,0,0,0,0,19,0,0,4,10.819778284410283
3101,0,1,0,4,1,0,0,1,10.819778284410283
2473,0,1,0,9,0,0,0,0,10.819778284410283
8182,0,0,0,4,3,0,0,0,10.819778284410283
6103,0,4,0,0,11,0,0,11,10.815095336505902
9868,1,4,0,0,0,2,0,0,10.815095336505902
7400,0,2,0,0,3,0,0,20,10.80754374674194
5154,0,1,0,1,2,0,0,6,10.80754374674194
4609,1,5,0,0,5,0,0,1,10.802672816507345
4162,1,2,0,0,11,0,0,0,10.802672816507345
8719,0,0,0,2,4,0,0,1,10.791378809888586
7094,0,3,0,2,9,0,0,1,10.791378809888586
8057,0,7,0,0,4,2,0,3,10.791378809888585
5445,0,5,0,0,16,0,0,9,10.782422497866516
4094,0,0,0,0,5,0,0,10,10.777204756851225
1778,0,0,0,0,5,0,0,10,10.777204756851225
7959,0,10,0,1,3,0,1,0,10.77190115784059
9801,0,2,0,0,13,0,0,8,10.771176102571063
6712,0,2,0,0,13,0,0,8,10.771176102571063
4250,0,4,0,0,1,0,2,0,10.76297933536689
4418,2,4,0,0,1,0,0,0,10.76297933536689
10792,0,9,0,0,0,0,2,1,10.762979335366888
7538,0,0,0,0,26,0,0,3,10.75055681536833
1949,0,2,0,2,2,0,0,3,10.75055681536833
6195,0,0,0,0,7,0,0,8,10.75055681536833
1782,0,5,0,5,5,0,0,0,10.75055681536833
5415,0,2,0,2,2,0,0,3,10.75055681536833
8035,0,0,0,0,26,0,0,3,10.75055681536833
3541,0,12,0,1,5,0,0,7,10.722630108833808
7833,0,0,0,0,18,0,0,4,10.71719169563518
4069,0,2,0,6,0,0,0,1,10.710379998288293
5176,0,5,0,6,3,0,0,0,10.710379998288293
6240,0,9,0,1,7,0,0,5,10.697312300849518
8115,0,0,0,0,2,0,0,16,10.69686460950487
4351,1,7,0,0,0,0,0,6,10.689760711085558
2163,0,2,0,1,7,0,0,3,10.68488978085096
8564,1,2,0,1,1,0,0,0,10.68488978085096
4153,0,2,1,1,1,0,0,0,10.68488978085096
3919,1,2,0,1,1,0,0,0,10.68488978085096
4353,0,2,0,1,1,0,1,0,10.68488978085096
4675,1,2,0,0,3,0,0,1,10.68488978085096
6413,0,2,0,0,3,0,1,1,10.68488978085096
7501,0,1,0,0,12,0,0,7,10.675076159402636
8948,0,0,0,1,12,0,0,1,10.675076159402636
7250,0,1,0,0,12,0,0,7,10.675076159402636
8324,1,3,0,0,12,0,0,0,10.675076159402636
10644,0,0,0,1,12,0,0,1,10.675076159402636
2290,0,1,0,0,19,0,0,5,10.6735957742322
6990,0,1,0,0,19,0,0,5,10.6735957742322
6700,2,10,0,0,0,0,0,1,10.667669155562564
10870,0,2,0,0,0,0,1,4,10.661173254233644
10411,0,2,0,0,0,0,1,4,10.661173254233644
2344,0,1,0,0,7,0,0,10,10.65942172119484
7314,0,0,0,1,0,0,0,10,10.65942172119484
9136,0,0,0,0,13,0,0,5,10.65339306691468
5744,0,0,0,0,13,0,0,5,10.65339306691468
7559,0,1,0,4,0,0,0,2,10.649879247614884
7983,1,6,0,0,2,1,0,0,10.648522136680086
6159,0,0,0,0,10,0,0,6,10.63352099276268
7362,0,0,0,0,10,0,0,6,10.63352099276268
9447,0,5,0,2,0,0,1,0,10.632773779711949
8866,0,5,0,0,0,2,1,0,10.632773779711949
9146,0,0,0,0,8,0,0,7,10.632773779711949
1801,0,2,0,5,3,0,0,0,10.632773779711943
5976,0,2,0,5,3,0,0,0,10.632773779711943
7692,0,3,0,0,6,0,0,14,10.629676540297366
8211,0,2,0,0,10,0,0,9,10.604933535910767
4639,0,3,0,0,10,0,0,10,10.603182002871964
8171,1,4,0,0,13,0,0,0,10.600148552395869
7683,2,5,0,0,1,0,0,0,10.580657778572936
3641,0,1,0,4,4,0,0,0,10.572918206478755
6115,0,8,0,1,12,0,0,3,10.557293123746252
8757,2,13,0,0,2,0,0,0,10.54429013440206
3761,0,3,0,6,2,0,0,0,10.540480961492896
2423,0,2,0,4,5,0,0,0,10.532096211958502
3751,0,6,0,1,0,0,1,1,10.530739101023702
10584,0,6,0,1,0,0,1,1,10.530739101023702
6759,0,6,0,0,13,0,0,10,10.525890328570316
8283,1,7,0,0,16,0,0,0,10.51845695203205
5609,0,9,0,0,18,0,1,0,10.517764670938288
10565,0,2,0,0,1,0,1,2,10.514990744055565
8637,0,1,0,0,2,0,1,1,10.514990744055565
8850,0,8,0,3,17,0,0,0,10.514990744055565
2391,0,5,0,1,15,0,0,2,10.514990744055565
3264,0,1,0,3,2,0,0,1,10.514990744055565
5153,0,1,0,1,5,0,0,3,10.514990744055565
2017,1,1,0,0,2,0,0,1,10.514990744055565
6480,1,0,0,0,5,0,0,0,10.514990744055565
2244,0,0,0,1,11,0,0,1,10.514990744055565
8640,1,2,0,0,1,0,0,2,10.514990744055565
5140,1,0,0,0,5,0,0,0,10.514990744055565
1997,0,0,0,1,11,0,0,1,10.514990744055565
9156,0,0,0,0,12,0,0,5,10.50517712260724
2334,0,0,0,0,16,0,0,4,10.494740425414731
7162,0,0,0,0,5,0,0,9,10.491274217438248
4164,0,3,0,1,5,0,0,4,10.491274217438246
10129,0,0,0,0,2,1,0,4,10.491274217438246
4201,0,5,0,1,28,0,0,1,10.488009635224456
9407,0,0,0,0,6,0,0,8,10.483494030119283
5646,0,0,0,0,6,0,0,8,10.483494030119283
5624,1,6,0,2,0,0,0,0,10.47862309988469
3351,0,6,0,2,0,0,1,0,10.47862309988469
5416,0,1,0,1,0,0,0,12,10.467436794624392
6748,0,3,0,2,2,0,0,3,10.46287474291655
4935,0,0,0,2,11,0,0,0,10.46287474291655
6051,0,3,0,2,2,0,0,3,10.46287474291655
9472,0,1,0,2,2,1,0,0,10.46287474291655
4173,0,1,0,0,17,0,0,5,10.462874742916547
5545,0,1,0,2,5,0,0,1,10.462874742916547
9008,0,1,0,0,17,0,0,5,10.462874742916547
7772,0,5,0,3,4,0,0,1,10.438029702919437
7005,0,2,0,3,9,0,0,0,10.438029702919437
2360,1,5,0,0,4,0,0,1,10.438029702919437
2443,0,1,0,6,1,0,0,0,10.422697925836513
2394,0,5,0,0,13,0,1,0,10.417826995601915
5170,0,2,0,0,13,0,0,7,10.417826995601914
9532,0,2,0,1,6,0,0,3,10.417826995601914
